151,6.266966294,01fe8001000000478000ebab9371d34b9b79d189a98989c1d191d191818999d26b9b3a232b30020000040001e75726e3a69736f3a7374643a69736f3a31353131383a2d32303a41430020000100880
157,6.32824149,01fe80010000000480400080
163,6.633351983,01fe80020000001e8090041e2266f93e813d1e8a790e5ab06204031552cc4c8cd14c4c8ccd00
167,6.752689653,01fe8002000000118008041e2266f93e813d1e8a790e5ab062
169,6.833098359,01fe800200000026800c041e2266f93e813d1e8a790e5ab062002012084a8dbb054b00cae0db8d135f88fde22790
173,7.061594445,01fe8002000008858000041e2266f93e813d1e8a790e5ab060a25687474703a2f2f7777772e77332e6f72672f54522f63616e6f6e6963616c2d6578692f435687474703a2f2f7777772e77332e6f72672f323030312f30342f786d6c647369672d6d6f72652365636473612d736861323536440c46d2c86204ad0e8e8e0745e5eeeeeee5cee665cdee4ce5ea8a45ec6c2dcdedcd2c6c2d85acaf0d25e90a5a1d1d1c0e8bcbddddddcb9dcccb9bdc99cbcc8c0c0c4bcc0d0bde1b5b195b98c8dcda184c8d4d90809617c8c4d9a8e7ad604bcddd4e922473212ad495a8220c48d99c6698cb6d36484a005c6e8e310e7ebe50f4047f919776589b594a30954f2449401fd5e4c47e2aed487e67fa531ddcf4fb0e0dc53349280ef0456c3e042e6b0173c3c06fab2f244eaa1205696431042546dd82a58065706dc689afc47ef113c39810c2080988c2080826800c0804080808c110c0281820aa192338f4100c08c158c488c080180d54100c3065412d24b515e1d17d0d49517d353d7d4d5508c97d5905312510c43cc034180d54102830194ddda5d18da0c42cc024180d5410184c09552cc448c040182826489a264fc8b19004645809353cc0785c34c8ccc4c4c4ccc4c8c8d8c4e5685c34c8d4c4c4c4c8c4c8c8d8c4e568c130c460c058180d54100c303d552d4d5d24c4c8ccd0d4d8dce0e504c43cc034180d54102830194ddda5d18da0c42cc024180d5410184c09552cc448c040182826489a264fc8b19004645809353cc164c04c181caa192338f408041820aa192338f40c041c0d080012d9f8c1052a11b66bf3825145caf876a104234f3f5ced00d685aaca0f3f98294ed881fa9c3fac33d5724aebc1d37487cf5ceab740a422a68ed3516a749b8aebea8e0740c20734c030180d54744c0407fc1008c000c038180d54743c0407fc10100c080fa0c074180d547438105810510a06d126dcde7525832700f9d96fa235f4fce150c1b41820ac180414141c04041184c17cc0901820ac180414141cc0061861a1d1d1c1cce8bcbddddddcb995e185b5c1b194b98dbdb4bcc0dc1820ac180414141cc00a18ada1d1d1c1cce8bcbddddddcb995e185b5c1b194b98dbdb4bd25b9d195c9b59591a585d194b50d04b98d95c8c07c180d54748c1060c05a00528717a42cd5e1896fce6b74762c59079b869e4efcc0281820aa192338f4100c080d1c00c1100880468ccb56017956ec25b0eb14d5f3636cb933acdfb38b9f01e809d4d3ff43562408800f666d4871fbf81407188b7761399630a061a47529bf743b5e7425a259a790383e010c20809d0c2080866800c0804080808c10cc0281820aa192338f4100c08c158c488c080180d54100c3065412d24b515e1d17d0d49517d353d7d4d5508c57d5905312510c43cc034180d54102830194ddda5d18da0c42cc024180d5410184c09552cc448c040182826489a264fc8b19004645809353cc0785c34c8ccc4c4c4ccc4c8c8d8c4e5685c34c8dcc4c4c4c8c4c8c8d8c4e568c158c488c080180d54100c3065412d24b515e1d17d0d49517d353d7d4d5508c97d5905312510c43cc034180d54102830194ddda5d18da0c42cc024180d5410184c09552cc448c040182826489a264fc8b19004645809353cc164c04c181caa192338f408041820aa192338f40c041c0d0800120a56d6b03cf4c8d85e78c4f4bacc3bb0d32ed1be1f7db160256ab899bd425dec4eeca6386e266cc1ae129f2562c9ef4417b6c075b267aa6e3bd5003df54c7f9a8e0758c2074cc048180d54744c0407fc1020c0180407fc080400c038180d54743c0407fc10100c080718c074180d547438105810528717a42cd5e1896fce6b74762c59079b869e4efcc1b41820ac180414141c04041184c17cc0901820ac180414141cc0061861a1d1d1c1cce8bcbddddddcb995e185b5c1b194b98dbdb4bcc0dc1820ac180414141cc00a18ada1d1d1c1cce8bcbddddddcb995e185b5c1b194b98dbdb4bd25b9d195c9b59591a585d194b50d04b98d95c8c07c180d54748c1060c05a00537bb9987b95578da7240e29ac10617f622febf314c0281820aa192338f4100c080d2400c11808840341dff3ab7952a4605fd5bf955bf6b9ee95fd211301581443fd7acd2bd59b816c088403d05cbf3dc81b47b0e44491c7bd076730ebdac2a76b9065d3c72e4a29fa36e71839c10c208098cc2080822800c0804080808c108c0281820aa192338f4100c08c114c444c03c180d54100c3021353d49bdbdd10d04c43cc034180d54102830194ddda5d18da0c42cc024180d5410184c09552cc448c040182826489a264fc8b19004645809353cc0785c34c8ccc4c4c4ccc4c8c8d8c4e5685c34c8dcc4c4c4c8c4c8c8d8c4e568c158c488c080180d54100c3065412d24b515e1d17d0d49517d353d7d4d5508c57d5905312510c43cc034180d54102830194ddda5d18da0c42cc024180d5410184c09552cc448c040182826489a264fc8b19004645809353cc164c04c181caa192338f408041820aa192338f40c041c0d0800135bf4bf602f41e02ef030594adc61229fd9ddeb14082a69beb5d9e832c51f1b1a2e79e119f27598a35633b07aaa45fa97571e555bf82245d044779224fb09faea8e0758c2074cc048180d54744c0407fc1020c0180407fc080404c038180d54743c0407fc10100c080418c074180d547438105810537bb9987b95578da7240e29ac10617f622febf314c1b41820ac180414141c04041184c17cc0901820ac180414141cc0061861a1d1d1c1cce8bcbddddddcb995e185b5c1b194b98dbdb4bcc0dc1820ac180414141cc00a18ada1d1d1c1cce8bcbddddddcb995e185b5c1b194b98dbdb4bd25b9d195c9b59591a585d194b50d04b98d95c8c07c180d54748c1060c05a00530cb668a2f411b169009d359919819b2a97187718c0281820aa192338f4100c080d2400c118088403eb8444a7f2a3b835fabbf1bfb8202c5d45b35e8686660e7bd30e4f578b5b47400884035cdc7b325e95fb4f2fcbbf792a704d9572473b1bfebbae183d902c214a55a28080
175,7.17112522,01fe8002000000138004041e2266f93e813d1e8a790e5ab0620000
178,7.341444478,01fe800200000012807c041e2266f93e813d1e8a790e5ab06280
180,7.383070634,01fe8002000000188080041e2266f93e813d1e8a790e5ab06200000100014050
182,7.446213782,01fe8002000000138074041e2266f93e813d1e8a890e5ab0620280
184,7.478317409,01fe8002000001388078041e2266f93e813d1e8a890e5ab0620001400202d0dbdb9b9958dd1bdc980400d436f6e74726f6c4d6f6465600805115594d1539bdb5a5b985b159bdb1d1859d95920060134d6f62696c6974794e656564734d6f6465600802541c9a58da5b99d80000c4250544368616e6e656c600803d1d95b995c985d1bdc935bd919580202247726964436f646549736c616e64696e67446574656374696f6e4d6574686f64600880100b436f6e6e6563746f7260100350dbdb9d1c9bdb135bd9195804014455653454e6f6d696e616c566f6c7461676564801804d35bd89a5b1a5d1e539959591cd35bd919580200950726963696e6760000310941510da185b9b995b180200f47656e657261746f724d6f646560080891dc9a5910dbd919525cdb185b991a5b99d1195d1958dd1a5bdb93595d1a1bd91802280
188,7.548822052,01fe8002000000158084041e2266f93e813d1e8a890e5ab06201400880
189,7.581798947,01fe8002000000138088041e2266f93e813d1e8a890e5ab0620000
191,7.65757084,01fe8003000000388010041e2266f93e813d1e8a890e5ab062883003020c00c08300304003201000c8040032020c02c08300b020c02c1000c804003201000c80
193,7.702839781,01fe8003000000558014041e2266f93e813d1e8a890e5ab062004418058106016041805820019008006402001901001200602003d00c0400050083003020c00c08300304005c0b81001702e04005c0b82002b0080800ac0202002b0080
195,7.755128743,01fe800200000068806c041e2266f93e813d1e8a890e5ab0627e84280e008300a010602803f00280000480e0418848400002a2aaa903275726e3a69736f3a7374643a69736f3a31353131383a2d32303a5072696365416c676f726974686d3a312d506f7765720000200000100000140
197,7.789783818,01fe80020000019a8070041e2266f93e813d1e8a890e5ab06200040040000830ac0202003403c0901c08300a2420000240a8aaaa401515391c193ab9371d34b9b79d39ba321d34b9b79d189a98989c1d1699181d283934b1b2a0b633b7b934ba34369d1896a837bbb2b901000020400050001017576861742061206772656174207461782072756c6508000a004444424070100000100000000040000050480e020c07801a576861742061206772656174206465736372697074696f6e00010006412038201b5768617420612067726561742073657276696365206e616d650800000800042407020c0289080000902a2aaa9005454e47064eae4dc74d2e6de74e6e8c874d2e6de74626a626270745a646074a0e4d2c6ca82d8cedee4d2e8d0da74625aa0deeecae40400008100014000405d5da185d08184819dc99585d081d185e081c9d5b1942000280111110901c0400000400000000100000141203808301e00695da185d08184819dc99585d0819195cd8dc9a5c1d1a5bdb8000400190480e0806d5da185d08184819dc99585d081cd95c9d9a58d9481b985b594200000210
199,7.857442959,01fe80020000001d8054041e2266f93e813d1e8a890e5ab06200000100420480e041805124
200,7.882433877,01fe8002000000138058041e2266f93e813d1e8a890e5ab0620040
202,7.947171073,01fe8003000000178008041e2266f93e813d1e8a890e5ab062832418640096
203,7.969218417,01fe80030000001d800c041e2266f93e813d1e8a890e5ab062005620c00c083003020c00c0
205,8.022463464,01fe8003000000178008041e2266f93e813d1e8a890e5ab062832418640096
206,8.040102859,01fe80030000001d800c041e2266f93e813d1e8a890e5ab062005620c00c083003020c00c0
208,8.079001759,01fe8003000000178008041e2266f93e813d1e8a890e5ab062832418640096
210,8.095752782,01fe80030000001d800c041e2266f93e813d1e8a890e5ab062005620c00c083003020c00c0
212,8.152981599,01fe8002000000138054041e2266f93e813d1e8a890e5ab0620140
213,8.193325949,01fe8002000000138058041e2266f93e813d1e8a890e5ab0620040
215,8.24426667,01fe8001000000128094041e2266f93e813d1e8a890e5ab06228
217,8.285545503,01fe8002000000138098041e2266f93e813d1e8a890e5ab0620000
